,0,1,2
121,6.700886489654172e-102,2.8518951803308166e-150,1.0
122,1.1646652876402864e-203,8.472995567892438e-201,1.0
123,1.3806667204463454e-88,1.83156888442732e-82,1.0
124,2.201496668710958e-175,6.262577965157719e-134,1.0
125,4.8371835894819605e-86,1.0427853102624743e-121,1.0
126,7.620237149499657e-165,2.6222320107397643e-229,1.0
127,5.1761369984227754e-89,7.94375922409735e-104,1.0
128,2.9934321828668904e-75,2.2056156279506963e-125,1.0
129,1.19194705665182e-84,1.293242402833187e-143,1.0
130,6.2082535941606915e-204,5.611427299557053e-286,1.0
131,1.286689343215766e-89,6.222063712340898e-130,1.0
132,3.373817767904864e-175,9.798344155968122e-88,1.0
133,5.53246943960872e-94,2.451595958408366e-96,1.0
134,3.5051541939016733e-157,1.0610972569611429e-75,1.0
135,7.384678671238365e-83,3.2586217746261924e-64,1.0
136,4.495289029329574e-161,3.1873778257283504e-254,1.0
137,1.767195933732058e-129,1.442978071906062e-195,1.0
138,4.672790619581674e-187,1.4507247491071458e-258,1.0
139,2.5654845171447475e-79,6.7600593429277515e-112,1.0
140,5.943215518121448e-179,2.476876197641816e-84,1.0
141,2.1842767838425036e-128,1.3027365334281127e-113,1.0
142,2.1019523549288667e-102,3.2607225083368525e-162,1.0
143,4.564531498046233e-91,3.104480981364287e-165,1.0
144,3.396560556646585e-144,2.937897238366455e-82,1.0
145,7.591088179751143e-155,7.819701866623907e-212,1.0
146,1.3054234432228898e-205,1.7476877277515529e-124,1.0
147,1.1747030705230248e-128,1.3798700952236083e-112,1.0
148,9.911216553230009e-101,1.0329680184006455e-84,1.0
149,2.7079826168720692e-132,5.811250655520911e-211,1.0
150,4.572234564090109e-140,5.532439631150191e-159,1.0
151,4.217121088600351e-175,1.07220083577428e-94,1.0
152,1.0583686410341012e-211,1.9135044388470963e-275,1.0
153,4.924599681294989e-112,5.374168683275108e-89,1.0
154,2.6152485095906324e-143,2.039766609432267e-183,1.0
155,6.829008724802536e-87,1.1128025528236068e-149,1.0
156,2.3455533671916386e-71,1.2748752119699163e-134,1.0
157,9.407525366934485e-111,6.659672539827426e-185,1.0
158,8.629401648860659e-118,7.2009099369053015e-202,1.0
159,2.7579911687207593e-108,8.753460556246344e-146,1.0
160,1.339990276916408e-114,4.990329245601358e-79,1.0
161,1.575316878608991e-114,4.5042891528194396e-142,1.0
162,4.349553146941874e-98,1.2370407694919282e-41,1.0
163,1.880293502993924e-91,1.1000357602943396e-122,1.0
164,2.5628257713530303e-114,1.2950141433024715e-78,1.0
165,2.2790735199381175e-108,1.3367447121589327e-139,1.0
166,2.804469250829672e-158,3.188140859665179e-212,1.0
167,5.159321530835344e-80,7.401136529228819e-132,1.0
168,6.095402961682132e-140,3.0236314885365696e-127,1.0
169,2.1540030636111893e-97,4.33273956258529e-49,1.0
170,1.2196609440890997e-102,8.48268569509598e-43,1.0
171,3.930299106319502e-21,5.7840350959303496e-77,1.0
172,2.1371280032830478e-64,4.246286098191878e-118,1.0
173,8.766975244742408e-65,3.0593628437476216e-25,1.0
174,1.50205750975471e-50,1.6422555822357725e-115,1.0
175,8.09223883096409e-93,5.662190075229717e-50,1.0
176,2.284722546645376e-62,3.8508821659207356e-59,1.0
177,4.339436466510476e-138,3.1431904448537894e-184,1.0
178,2.057193104175842e-110,2.48530339703784e-91,1.0
179,7.794896487221352e-132,3.4328499119748575e-95,1.0
180,6.690123449382745e-75,5.695100130755171e-127,1.0
181,5.840863602164144e-84,5.090245550257837e-68,1.0
182,1.5445161876622385e-121,7.387253455145349e-147,1.0
183,7.40677893690596e-127,7.178770499975531e-128,1.0
184,2.250026692405837e-59,4.2707884579676113e-47,1.0
185,1.2706240756865608e-66,1.3096990132238087e-46,1.0
186,5.4492160637713085e-160,2.248942345495049e-93,1.0
187,1.034021107207474e-122,9.83297745562278e-131,1.0
188,1.476948881772142e-91,4.9485218613126223e-54,1.0
189,2.203120666669234e-67,2.979272105976094e-73,1.0
190,2.0637625036731228e-72,4.2243627175762116e-126,1.0
191,3.838204753938607e-74,7.340443787271511e-69,1.0
192,2.3795637586693158e-70,1.166543692610817e-136,1.0
193,1.7839783669224776e-82,4.2264499704616783e-35,1.0
194,3.901288876972002e-84,4.614240034932491e-56,1.0
195,6.257527684446994e-62,5.4629070783210004e-133,1.0
196,1.2920665659128397e-62,1.4742793470958783e-130,1.0
197,2.5060661584491196e-77,7.910584223804024e-32,1.0
198,5.363434922671671e-38,2.384498288173865e-83,1.0
199,3.877981415968265e-58,5.285269978127204e-106,1.0
200,5.043860236702017e-59,1.058548672641987e-123,1.0
201,1.7405698250624655e-138,1.0713592961136364e-210,1.0
202,3.202877466296132e-153,6.4192930195117675e-152,1.0
203,1.0092561361652714e-118,1.6084940931225166e-183,1.0
204,2.420024005458497e-105,5.0377834279166286e-113,1.0
205,4.89314558030894e-97,2.22905758653935e-75,1.0
206,1.0263049481836845e-103,2.5071693998245753e-99,1.0
207,1.2199519213218061e-133,8.845488574067969e-69,1.0
208,4.0260147163757123e-50,4.640136230057093e-95,1.0
209,8.189003586570776e-154,4.807132424427716e-117,1.0
210,4.161158727521363e-149,5.3562247720510856e-71,1.0
211,1.5002288584479643e-58,1.1124316124324047e-92,1.0
212,2.3115747386800407e-70,1.8789739069824932e-122,1.0
213,4.924441306431945e-74,1.477318482821421e-120,1.0
214,6.556570642862172e-103,5.953712962260239e-145,1.0
215,3.776603319727956e-86,4.566096301984801e-66,1.0
216,5.884753950218555e-78,8.61152775776684e-90,1.0
217,1.9982116213049115e-117,4.513869062000468e-64,1.0
218,3.6943277073134535e-84,4.204782561709686e-156,1.0
219,1.92073345589705e-145,5.659243943980344e-64,1.0
220,7.646863516519414e-148,1.0228928807454808e-80,1.0
221,2.5456423282511402e-113,2.512700821513191e-92,1.0
222,4.9887418790575655e-51,5.251802501443314e-28,1.0
223,6.923869540428006e-63,6.404051568241793e-92,1.0
224,5.081458518407972e-142,2.5355279143784054e-172,1.0
225,4.289099260615106e-76,5.764178463732605e-55,1.0
226,9.000290120446296e-70,6.966367150477898e-131,1.0
227,1.7563822040076966e-146,9.93403532613492e-125,1.0
228,6.805477585888659e-58,6.2205204310921514e-40,1.0
229,8.735151492573593e-67,9.781006779347231e-111,1.0
230,2.1522734938746158e-177,1.8310271459768226e-99,1.0
231,1.0906844058948923e-89,1.3177923482775976e-44,1.0
232,1.3463740867173044e-61,1.1652373798507773e-45,1.0
233,2.4231803245976287e-102,1.615218343251891e-57,1.0
234,1.2473158579207957e-69,5.569890782566613e-106,1.0
235,2.7373119931325508e-65,1.9751644426860442e-117,1.0
236,3.632743122952454e-55,1.4858494308818023e-58,1.0
237,2.7155976133269216e-67,5.753502980133662e-114,1.0
238,2.6167435916275792e-52,9.832879766302566e-83,1.0
239,2.296560580424555e-64,7.090035500337812e-33,1.0
240,4.120997668151797e-38,7.741875040536745e-74,1.0
241,2.9342452951996457e-32,3.8459583481010873e-35,1.0
242,1.2679779430841245e-50,4.384118095701528e-62,1.0
243,8.943937849937666e-96,4.966000903066871e-79,1.0
244,6.399744276233274e-48,3.573239949275471e-37,1.0
245,2.0295100731378754e-121,4.6677196178384063e-181,1.0
246,4.067668045525166e-108,1.6890537160323652e-160,1.0
247,2.8485104104601775e-99,1.5897754690870478e-49,1.0
248,2.5767993310266947e-117,4.735646636287276e-159,1.0
249,5.721023650574654e-50,1.1477406821718104e-19,1.0
250,4.754684503072777e-50,4.813550896527188e-87,1.0
251,3.6637162813154615e-155,2.1991046475087168e-207,1.0
252,2.889901944868166e-35,4.063755662504878e-65,1.0
253,6.304528498297722e-20,3.3498384841311525e-14,0.9999999999999665
254,7.95111605723534e-77,1.0247408459666714e-156,1.0
255,6.105968489536287e-27,6.084180504189569e-56,1.0
256,4.0395232961072365e-26,4.15862529198264e-55,1.0
257,9.579700454423312e-69,3.7260016969955404e-114,1.0
258,2.3872224286705087e-67,2.5844771156116247e-72,1.0
259,7.560653112136364e-114,1.9508043386819612e-166,1.0
260,6.860110408163307e-50,1.2584678941691255e-78,1.0
261,1.1882206860974872e-60,1.5547831043003643e-111,1.0
262,4.2289877879753977e-103,1.0373128700812693e-82,1.0
263,4.551646001503746e-105,1.0789436751274223e-146,1.0
264,1.1571520224211582e-41,5.2307167124739e-25,1.0
265,4.847278828441966e-105,7.009486368784528e-49,1.0
266,8.919523067117152e-33,7.295511228501335e-85,1.0
267,1.1129617286659533e-64,1.6504076153212402e-54,1.0
268,1.6371668018268194e-71,1.335436048168607e-124,1.0
269,1.0947169371410246e-92,3.381827763487952e-119,1.0
270,2.704233025919607e-32,4.3050171712782795e-74,1.0
271,3.824258859652911e-86,4.25013968022515e-118,1.0
272,3.482889439665436e-39,5.719654403373186e-67,1.0
273,2.5786062698631816e-17,0.00015972536648994356,0.9998402746335101
274,2.237726309678167e-32,6.611756051652835e-19,1.0
275,8.114421791911276e-51,1.710930861867912e-99,1.0
276,1.1510289356681168e-57,1.521437878246819e-63,1.0
277,1.1937374855033747e-66,4.002230332996275e-60,1.0
278,5.805939794128476e-101,3.825688214348194e-56,1.0
279,3.6070629024155254e-42,1.3273098863193718e-42,1.0
280,2.249598248272179e-114,4.7643358056394686e-73,1.0
281,9.174510448330821e-57,2.047003572431089e-56,1.0
282,2.8561531995157193e-81,6.415131013965549e-62,1.0
283,3.6091167844545265e-55,1.3656029885654547e-44,1.0
284,6.583278874464329e-35,6.843142788148632e-80,1.0
285,1.6882717044940554e-83,3.8191022684169566e-91,1.0
286,1.1604898278665223e-96,1.946815713161903e-83,1.0
287,5.843958328772573e-122,8.747969603675032e-134,1.0
288,4.687055344017631e-57,5.071607409172305e-44,1.0
289,5.688182863910121e-52,9.941375850055285e-71,1.0
290,1.2939303194852565e-80,6.829673505887976e-54,1.0
291,1.0270386839404852e-19,2.803571429948618e-84,1.0
292,1.2506655507455605e-58,9.298897164150056e-44,1.0
293,2.341052797279166e-51,5.170049249575028e-28,1.0
294,4.254494011262579e-111,2.3300743465727484e-43,1.0
295,5.173981372036975e-42,1.9136407971926845e-86,1.0
296,4.462677324551569e-59,3.116258251634281e-80,1.0
297,3.0382144094349664e-39,1.4921338670391763e-67,1.0
298,7.990499460463809e-56,2.307906986741998e-28,1.0
299,3.000190806237922e-77,1.921089863508413e-89,1.0
300,7.36416971043038e-80,1.2433775544563145e-86,1.0
301,1.3298069997815375e-36,1.6379321231550805e-29,1.0
302,3.817520668928188e-80,1.5720716386099047e-24,1.0
303,7.302917536518999e-42,6.833893762880229e-34,1.0
304,1.0548255659727022e-54,8.779946164145624e-102,1.0
305,2.3379132966797918e-65,2.089534545253485e-86,1.0
306,1.6444307155163736e-38,4.87605313823137e-23,1.0
307,4.305398997474721e-31,1.2066742404456323e-69,1.0
308,1.8560109885429802e-35,1.5322432204865716e-81,1.0
309,1.9022065656386143e-69,1.4316118316188366e-125,1.0
310,2.1481943082978015e-35,2.266389008678387e-14,0.9999999999999774
311,2.822977250086026e-51,2.549368824394817e-41,1.0
312,6.108932971987084e-12,1.511635071012441e-36,0.9999999999938911
313,1.1126971101784678e-41,5.347116175774213e-95,1.0
314,1.5576505490882126e-41,1.4540368411167727e-35,1.0
315,1.454116365273474e-75,1.729868358207222e-90,1.0
316,4.242034683722516e-70,3.064344700733047e-26,1.0
317,6.4538885790850324e-49,3.0925061336049743e-09,0.999999996907494
318,2.1044558160989022e-26,1.0809346672069423e-28,1.0
319,2.5766952985310852e-70,3.7108148761596816e-23,1.0
320,1.002189480069148e-43,4.844608140281639e-41,1.0
321,7.639538884392855e-43,1.0848453485805554e-27,1.0
322,2.0297952153773592e-47,2.983806700193563e-88,1.0
323,1.3884249752603703e-39,9.498562944691913e-82,1.0
324,8.431074241869818e-29,1.1778483587826169e-29,1.0
325,2.0322983345770093e-68,8.193880758342894e-30,1.0
326,1.0827107139342558e-57,9.330154319139585e-44,1.0
327,2.064226978043177e-17,2.1560264349916878e-11,0.9999999999784397
328,1.0509266737263883e-38,4.268713560025143e-19,1.0
329,1.5086360773439358e-32,1.427142393313492e-62,1.0
330,5.11255212403287e-29,1.3461431698177029e-77,1.0
331,1.8196110648405875e-63,2.4650460451715104e-34,1.0
332,5.74335133786024e-80,3.951133868801672e-40,1.0
333,1.0155242490874657e-84,3.7629080603091506e-63,1.0
334,1.1636859576767476e-61,8.525220705498542e-50,1.0
335,1.1190247738779836e-79,2.545602386634668e-104,1.0
336,1.6546191166684803e-27,4.105591887518045e-12,0.9999999999958945
337,4.999916035140034e-44,1.3538218112086667e-41,1.0
338,1.8023254782751475e-10,5.655627615780956e-43,0.9999999998197675
339,7.907879209368725e-25,1.2412346555668389e-39,1.0
340,1.0777921409577425e-94,6.437968405396045e-112,1.0
341,1.1016987928294839e-39,2.625748305215384e-26,1.0
342,4.476484361171183e-29,3.9165080269829544e-26,1.0
343,1.801416064005561e-14,7.025283362120946e-58,0.999999999999982
344,1.6819708856024347e-67,2.3488342239802683e-119,1.0
345,1.4068063889032767e-85,3.558317064541166e-36,1.0
346,3.7860221650142305e-125,1.4844322661643691e-58,1.0
347,5.187750169585186e-64,2.0029400406888057e-71,1.0
348,3.039999760725694e-48,2.4493446057575834e-22,1.0
349,2.281478951161845e-30,2.137571680709096e-39,1.0
350,4.902101524084468e-93,3.517964797148433e-32,1.0
351,2.007205933173737e-51,2.128086851331605e-43,1.0
352,1.2991724226190005e-31,1.0265451292540433e-83,1.0
353,2.6583959100128876e-66,6.407137529624507e-93,1.0
354,4.838414156803964e-44,8.447133063360708e-24,1.0
355,1.4237749126826429e-56,1.0229502896799682e-43,1.0
356,1.813372042411286e-24,1.14338553195354e-35,1.0
357,3.7347818178702757e-65,1.745695074421501e-18,1.0
358,1.1064499658882689e-95,1.0779119446915235e-69,1.0
359,3.0096277832191125e-69,2.685763501775805e-45,1.0
360,1.0725730726978216e-36,1.5907875140712233e-100,1.0
361,9.303566884526162e-26,1.7733483976880124e-46,1.0
362,2.9281428958913156e-35,7.514703138005191e-85,1.0
363,2.9789115118076514e-24,1.6913530160210209e-65,1.0
364,2.0221287677257742e-76,2.6140927159211226e-41,1.0
365,1.3056030982953414e-20,3.152170437483182e-16,0.9999999999999997
366,2.9255651082729955e-63,4.151168594383094e-42,1.0
367,8.324616070704376e-25,1.5856845178526042e-75,1.0
368,9.529491598189947e-43,1.0634902921905183e-44,1.0
369,6.562278476538195e-92,1.252624987542949e-47,1.0
370,1.732771657317746e-54,4.1097954724057447e-50,1.0
371,1.0694960488676488e-45,4.575163243301691e-21,1.0
372,2.360851440930622e-62,8.083332640622264e-34,1.0
373,1.2294484718050837e-67,3.0703601474278194e-63,1.0
374,1.4355669659355374e-40,9.80222000969996e-96,1.0
375,2.296840090616903e-84,7.740484563480441e-56,1.0
376,1.484171275789271e-39,5.562113035045333e-38,1.0
377,3.037651628725574e-70,3.807700136555465e-29,1.0
378,3.3180401173718494e-23,5.3697933907043486e-83,1.0
379,9.96724378335804e-50,4.3341560402299315e-39,1.0
380,6.609419443630022e-54,8.44945750011084e-60,1.0
381,1.782120825571096e-21,3.679847775990946e-20,1.0
382,5.143242933248843e-33,2.230008540107176e-12,0.99999999999777
383,1.436224026839737e-75,1.4123156699331561e-145,1.0
384,3.478219269706246e-51,6.857022465869111e-44,1.0
385,1.348930362275712e-88,2.0144147128103006e-42,1.0
386,3.013292856445576e-26,4.76008125198765e-68,1.0
387,3.3485775308899575e-38,1.672331330172568e-71,1.0
388,3.3394112436857046e-20,2.080705738746928e-60,1.0
389,1.1137717734613682e-105,4.766722544023133e-56,1.0
390,8.338344394087127e-21,3.965190746508375e-39,1.0
391,7.986836046358432e-24,3.645146443606427e-33,1.0
392,3.9766584520215136e-56,1.3977164419425423e-109,1.0
393,4.2746566542639297e-41,3.8210484486279156e-11,0.9999999999617896
394,5.251712593699891e-15,6.1153964245753e-23,0.9999999999999948
395,1.77659394726088e-46,7.045832007244791e-22,1.0
396,7.931756344067125e-78,2.721708573012794e-27,1.0
397,1.383600698393284e-20,8.032300069711362e-16,0.9999999999999992
398,3.6793353266082933e-29,2.3063450782813747e-74,1.0
399,3.9080067235350717e-50,3.064621285875292e-23,1.0
400,1.1134599496529861e-28,7.716189329798812e-30,1.0
401,3.3926396638870417e-43,4.755905028701579e-22,1.0
402,2.383929415395728e-42,8.854221171635534e-23,1.0
403,7.764292965602284e-49,4.113798347337842e-19,1.0
404,1.808208371032744e-18,1.034608682674383e-30,1.0
405,8.560168904491842e-39,4.1693823154447475e-41,1.0
406,1.9920620304571015e-52,2.894023932707602e-73,1.0
407,3.966721982363752e-31,3.087623825044362e-90,1.0
408,1.6665008566319126e-40,8.836196744437944e-25,1.0
409,5.198185193179886e-40,7.530249294821116e-34,1.0
410,7.216152900308922e-33,2.747989636118883e-53,1.0
411,1.3642162416494066e-61,2.0509204722267516e-76,1.0
412,5.816044566249697e-32,1.6101382899787757e-72,1.0
413,4.659824930698536e-53,1.846265116286573e-26,1.0
414,1.7465677525651813e-45,2.8207080857348967e-84,1.0
415,1.573453161607221e-08,8.677212758527425e-35,0.9999999842654684
416,1.176430661165037e-32,1.0473490231143425e-11,0.9999999999895265
417,3.9892986907023517e-07,5.423405661665928e-45,0.999999601070131
418,1.7638493582596616e-39,1.109444131821434e-18,1.0
419,1.1847569609897785e-71,1.045642481645274e-50,1.0
420,2.091092348451248e-44,2.5216514717206068e-70,1.0
421,3.150845510441415e-19,4.674121600378603e-20,1.0
422,4.890140886449152e-35,8.411058006652953e-18,1.0
423,1.6903939836294532e-26,3.092830817254347e-23,1.0
424,7.864281945411532e-17,2.610243513178207e-41,0.9999999999999999
425,7.343676617658622e-06,3.5484870166360393e-23,0.9999926563233823
426,2.8928008525401567e-21,6.994030940338494e-15,0.999999999999993
427,7.000305405828422e-14,2.8162714289158065e-45,0.99999999999993
428,1.7257792334170585e-57,8.269023545904893e-34,1.0
429,1.909750301103603e-60,3.7026702698096146e-24,1.0
430,1.7628481095874406e-36,7.716619805081004e-24,1.0
431,1.2355285689437752e-19,2.926294003632646e-14,0.9999999999999708
432,1.6166006956391547e-82,1.2687431735231143e-27,1.0
433,2.1516476318509626e-20,6.437591549968341e-08,0.9999999356240845
434,8.842511812845744e-44,4.2586607545466984e-17,1.0
435,4.051686838753599e-52,2.681662474604488e-94,1.0
436,1.4079547253887153e-14,3.1440081514792405e-29,0.9999999999999859
437,8.550944008583739e-41,9.167093122461719e-86,1.0
438,1.1722243200198555e-31,4.995579653569289e-22,1.0
439,4.2856018801090044e-75,2.7951735575532967e-37,1.0
440,2.1050719128224203e-33,5.003360872610979e-21,1.0
441,3.1943870025078676e-26,6.83525456677529e-42,1.0
442,1.3130617340093022e-07,2.339621267764301e-50,0.9999998686938266
443,4.908110047794586e-36,2.6807117375863246e-23,1.0
444,1.1917160152753977e-32,3.268148685008734e-67,1.0
445,6.894888303207991e-49,6.931830184636091e-38,1.0
446,2.0163617227081242e-122,1.3147640295572212e-64,1.0
447,1.5025582152919444e-99,2.196501717409094e-29,1.0
448,3.0201198009692414e-22,1.781964365982524e-39,1.0
449,2.954475276538622e-37,1.3058673700442603e-16,0.9999999999999999
450,1.5943621086204477e-38,5.795475106747864e-48,1.0
451,2.2076368297442676e-38,2.3849931159433895e-54,1.0
452,3.8147763821856897e-28,1.93235517479675e-62,1.0
453,8.73468100454605e-90,1.359740732466443e-35,1.0
454,6.411238269941086e-35,1.1441992120895575e-65,1.0
455,2.1939982563962373e-33,4.789644742225641e-100,1.0
456,3.85562693948728e-92,2.4341909751922157e-38,1.0
457,3.877805817634002e-12,3.360567059454284e-25,0.9999999999961221
458,1.0332264094702867e-14,9.649884627549619e-45,0.9999999999999896
459,3.500512617878164e-26,3.933891783786823e-54,1.0
460,1.1155141090219426e-06,0.005230529576795658,0.9947683549090953
461,3.2686700383756625e-32,7.109381217158077e-22,1.0
462,2.4196934167555687e-43,4.344811700487933e-15,0.9999999999999957
463,2.8830942881226346e-33,8.306460077466167e-65,1.0
464,1.0638419194911339e-38,9.881684055356258e-21,1.0
465,1.1505701835318745e-09,5.806295809618192e-25,0.9999999988494298
466,3.67039398730615e-68,1.0462774804698953e-105,1.0
467,1.0719837192654662e-49,1.6885517703995616e-93,1.0
468,1.1187196591887053e-13,0.00443841640662013,0.9955615835932681
469,1.0656295739757435e-12,0.00015009742276100212,0.9998499025761735
470,4.319686744482921e-13,4.8336855039971974e-26,0.9999999999995681
471,4.323642832918356e-13,3.2179753428018473e-57,0.9999999999995677
472,3.841071149842671e-22,1.89798776676467e-57,1.0
473,4.561930559297159e-06,0.6570253798686814,0.34297005820075926
474,7.602909853019115e-16,6.558142318608673e-09,0.999999993441857
475,3.547065607666649e-72,6.3707988747612226e-136,1.0
476,3.517210668624409e-49,1.2247415892872834e-39,1.0
477,6.0062543348456445e-21,9.551842435224927e-30,1.0
478,3.1382203108264354e-49,7.88180363839e-26,1.0
479,8.652640768155968e-68,2.3175504824913263e-20,1.0
480,4.476994298922356e-24,4.938811161459444e-23,1.0
481,2.0316318676187937e-22,6.053592354079638e-09,0.9999999939464077
482,4.1147869357356106e-42,1.3970077301718153e-39,1.0
483,5.70747530490936e-38,2.9053402413331723e-71,1.0
484,1.6788851317827035e-17,3.284551939590914e-38,1.0
485,4.1611191677885074e-16,5.0459149254970155e-09,0.9999999949540846
486,1.8479791730047444e-40,2.5704031963987483e-104,1.0
487,1.758784479759239e-08,3.422624632335918e-26,0.9999999824121553
488,6.221920113174906e-58,1.2009170865920847e-25,1.0
489,1.0655296812954264e-79,3.846578451876158e-124,1.0
490,3.162605527218079e-29,7.66000660882029e-20,1.0
491,7.505188054543754e-31,8.001819182518643e-12,0.9999999999919982
492,2.7251013090234296e-23,9.91910264884956e-16,0.999999999999999
493,3.114562373678986e-61,2.217211666756394e-15,0.9999999999999978
494,2.8858049658509806e-18,3.6109083570442742e-40,1.0
495,1.44596568484031e-19,8.656321724172987e-68,1.0
496,2.5477885824632968e-36,1.7890834907766632e-39,1.0
497,2.7373327867936035e-27,3.504481125423974e-22,1.0
498,4.2666443103695136e-57,1.0031899244166505e-20,1.0
499,2.734163738904471e-37,1.1046224134967207e-13,0.9999999999998895
500,1.1954398080440273e-23,6.893844869433865e-27,1.0
501,1.6313932116903877e-67,1.5403378798276768e-32,1.0
502,2.5553774433744504e-51,1.4354036190738535e-23,1.0
